sample,_study,EIF4A1,EIF4E,EIF4G1,EIF4EBP1,RPS6KB1,MYC,_sample_type,primary disease or tissue,OS,OS.time
TCGA-94-7943-01,TCGA,15.5653,11.0506,15.5963,13.6913,10.392,13.8183,Primary Tumor,Lung Squamous Cell Carcinoma,0,559
TCGA-CV-7416-11,TCGA,15.5617,12.1035,14.9656,11.0448,11.0064,14.0966,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,1,763
TCGA-CN-5370-01,TCGA,15.5603,11.5565,14.7584,10.3018,10.6953,13.2947,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,259
TCGA-QC-A7B5-01,TCGA,15.5576,10.9334,14.1993,12.3468,10.1932,10.7324,Primary Tumor,Sarcoma,0,398
TCGA-ER-A19K-01,TCGA,15.5569,10.8668,14.0901,11.3239,9.6411,11.8878,Primary Tumor,Skin Cutaneous Melanoma,1,469
TCGA-2G-AAEW-01,TCGA,15.5566,11.2666,13.8618,10.6613,10.6348,8.9445,Primary Tumor,Testicular Germ Cell Tumor,1,618
TCGA-WC-A882-01,TCGA,15.556,8.2728,13.7827,12.0521,8.0089,11.9478,Primary Tumor,Uveal Melanoma,0,1112
TCGA-MQ-A6BN-01,TCGA,15.5548,9.2967,13.3817,12.8658,9.5554,10.8029,Primary Tumor,Mesothelioma,1,757
TCGA-BR-4362-01,TCGA,15.552,12.2482,14.3995,11.3359,11.5125,13.3854,Primary Tumor,Stomach Adenocarcinoma,0,0
TCGA-BT-A3PJ-01,TCGA,15.5509,11.0743,14.447,10.6957,9.7671,11.8374,Primary Tumor,Bladder Urothelial Carcinoma,0,789
TCGA-A2-A3XU-01,TCGA,15.5495,11.2096,14.1035,12.0765,10.2222,14.8935,Primary Tumor,Breast Invasive Carcinoma,1,912
TCGA-06-0178-01,TCGA,15.5488,12.5727,11.5977,11.8567,9.5876,12.1722,Primary Tumor,Glioblastoma Multiforme,1,2681
TCGA-EJ-A65D-01,TCGA,15.5477,11.0441,13.9721,11.0184,10.3876,12.4212,Primary Tumor,Prostate Adenocarcinoma,0,393
TCGA-CV-7252-01,TCGA,15.5451,11.6998,15.1198,12.082,10.6002,12.5999,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,151
TCGA-T2-A6WX-01,TCGA,15.5433,11.6911,14.2564,12.6286,10.1934,13.3166,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,209
TCGA-CU-A0YN-01,TCGA,15.5426,11.1691,14.5361,10.883,11.574,12.3688,Primary Tumor,Bladder Urothelial Carcinoma,1,393
TCGA-WX-AA47-01,TCGA,15.5422,10.5989,13.6394,10.4269,9.8157,9.2409,Primary Tumor,Liver Hepatocellular Carcinoma,1,556
TCGA-HD-A6I0-11,TCGA,15.5394,10.9874,14.2616,11.9615,9.695,12.2531,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,0,210
TCGA-X6-A8C4-01,TCGA,15.5394,10.9215,13.1809,11.5033,10.0275,12.9051,Primary Tumor,Sarcoma,1,628
TCGA-85-8354-01,TCGA,15.5393,11.8387,15.4192,11.7365,9.8993,13.1909,Primary Tumor,Lung Squamous Cell Carcinoma,0,995
TCGA-94-7557-01,TCGA,15.5393,11.1082,15.5144,11.368,10.7241,12.3871,Primary Tumor,Lung Squamous Cell Carcinoma,1,5
TCGA-D6-A6ES-01,TCGA,15.5393,10.1863,14.3943,12.6408,8.5857,10.6465,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,389
TCGA-QB-A6FS-06,TCGA,15.5392,8.7156,14.8736,11.8954,7.6647,12.8006,Metastatic,Skin Cutaneous Melanoma,0,220
TCGA-CN-6022-01,TCGA,15.539,11.1346,14.9843,10.8931,10.6454,12.8409,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,281
TCGA-ER-A19E-06,TCGA,15.5388,11.2581,14.2166,12.4188,10.9995,11.2432,Metastatic,Skin Cutaneous Melanoma,1,396
TCGA-CN-5369-01,TCGA,15.5387,11.6291,14.8958,10.9814,10.7853,12.9695,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,380
TCGA-FX-A48G-01,TCGA,15.5338,9.6401,13.4357,12.6831,9.5951,11.1012,Primary Tumor,Sarcoma,1,605
TCGA-D3-A8GK-06,TCGA,15.5284,10.5456,14.8135,11.5602,8.8111,13.408,Metastatic,Skin Cutaneous Melanoma,0,5177
TCGA-EE-A2M6-06,TCGA,15.5281,11.7155,14.7342,13.0069,9.4316,13.9253,Metastatic,Skin Cutaneous Melanoma,0,3932
TCGA-E9-A245-01,TCGA,15.5278,12.2769,14.6009,11.4457,10.7972,12.0432,Primary Tumor,Breast Invasive Carcinoma,0,26
TCGA-Z6-A8JE-01,TCGA,15.5271,11.9565,14.6685,12.5462,11.9547,12.7891,Primary Tumor,Esophageal Carcinoma,0,64
TCGA-V4-A9EM-01,TCGA,15.5265,9.2157,14.5844,12.7637,8.2194,12.9529,Primary Tumor,Uveal Melanoma,0,966
TCGA-DA-A1I0-06,TCGA,15.5262,8.3926,14.8525,13.3315,7.2091,11.1771,Metastatic,Skin Cutaneous Melanoma,1,620
TCGA-EE-A2M5-06,TCGA,15.524,11.7195,14.77,11.8471,9.516,11.0577,Metastatic,Skin Cutaneous Melanoma,1,659
TCGA-94-8035-01,TCGA,15.5219,11.3594,16.0489,11.6809,10.7438,12.7496,Primary Tumor,Lung Squamous Cell Carcinoma,0,122
TCGA-N8-A4PL-01,TCGA,15.5207,11.3228,14.1839,11.7358,10.4013,12.0144,Primary Tumor,Uterine Carcinosarcoma,1,418
TCGA-B0-5098-01,TCGA,15.5207,10.9153,14.9202,11.6805,10.6516,12.8627,Primary Tumor,Kidney Clear Cell Carcinoma,1,1584
TCGA-FD-A3N6-01,TCGA,15.5191,12.3109,14.6607,11.1106,11.2344,14.6577,Primary Tumor,Bladder Urothelial Carcinoma,0,851
TCGA-D3-A51R-06,TCGA,15.5191,11.6137,14.4721,11.8878,10.5247,9.7808,Metastatic,Skin Cutaneous Melanoma,0,1941
TCGA-QK-A6IJ-01,TCGA,15.5175,10.318,14.1575,12.8936,9.4758,11.0808,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,387
TCGA-XF-AAN8-01,TCGA,15.5174,11.1984,13.6034,10.2,9.9931,13.7047,Primary Tumor,Bladder Urothelial Carcinoma,1,118
TCGA-XE-AANR-01,TCGA,15.5167,10.7379,13.5043,10.5741,9.6926,9.1546,Primary Tumor,Testicular Germ Cell Tumor,0,14
TCGA-20-1684-01,TCGA,15.514,11.4573,14.7825,10.9463,9.7811,13.8074,Primary Tumor,Ovarian Serous Cystadenocarcinoma,0,581
TCGA-CV-7430-01,TCGA,15.514,11.338,16.2811,11.5924,10.7601,13.725,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,495
TCGA-HN-A2NL-01,TCGA,15.5139,10.5007,14.2427,12.4254,11.1313,13.3173,Primary Tumor,Breast Invasive Carcinoma,0,79
TCGA-DM-A28M-01,TCGA,15.5134,11.939,13.5043,11.681,9.8707,13.143,Primary Tumor,Colon Adenocarcinoma,0,2895
TCGA-P3-A5Q6-01,TCGA,15.5122,11.4401,15.0851,12.7282,9.5823,13.2099,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,480
TCGA-UF-A7JK-01,TCGA,15.5084,11.8553,14.9724,10.4948,10.1045,11.4821,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,424
TCGA-DQ-5630-01,TCGA,15.5077,11.6456,13.9634,10.8364,10.2871,11.9356,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1030
TCGA-V4-A9EC-01,TCGA,15.5076,9.0215,14.4039,11.1517,8.5771,12.1924,Primary Tumor,Uveal Melanoma,0,743
TCGA-JX-A3PZ-01,TCGA,15.5075,11.2697,14.3348,12.5427,10.132,13.3881,Primary Tumor,Cervical & Endocervical Cancer,1,642
TCGA-IH-A3EA-01,TCGA,15.5072,9.8635,14.0535,12.1386,8.5092,12.3707,Primary Tumor,Skin Cutaneous Melanoma,0,524
TCGA-CV-A6JM-01,TCGA,15.5057,9.9193,14.8842,13.7408,9.4487,12.2381,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,194
TCGA-24-1474-01,TCGA,15.5049,11.179,14.9762,11.5747,10.6246,13.8321,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,676
TCGA-18-3417-01,TCGA,15.504,11.1336,13.9162,11.5095,9.3988,10.4129,Primary Tumor,Lung Squamous Cell Carcinoma,1,1097
TCGA-CV-6003-01,TCGA,15.5028,11.0687,15.2517,12.7345,9.1773,12.8244,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1665
TCGA-2G-AAFL-01,TCGA,15.502,11.5604,13.9887,11.3342,10.4498,10.6628,Primary Tumor,Testicular Germ Cell Tumor,0,750
TCGA-5U-AB0F-01,TCGA,15.5004,9.7787,12.3271,11.2664,9.0145,9.504,Primary Tumor,Thymoma,0,459
TCGA-PG-A6IB-01,TCGA,15.5001,11.6083,13.7468,12.0332,11.6718,9.8544,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,648
TCGA-HD-7832-01,TCGA,15.4999,11.4588,15.2135,11.7559,11.1817,14.2422,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,836
TCGA-60-2724-01,TCGA,15.4995,11.3173,14.6887,15.0428,10.6378,13.7754,Primary Tumor,Lung Squamous Cell Carcinoma,0,717
TCGA-VF-A8AC-01,TCGA,15.4992,10.9377,13.1245,10.6926,10.387,9.8362,Primary Tumor,Testicular Germ Cell Tumor,0,1083
TCGA-FS-A1ZG-06,TCGA,15.4977,10.5625,14.0552,10.5135,9.6524,13.388,Metastatic,Skin Cutaneous Melanoma,1,295
TCGA-3U-A98F-01,TCGA,15.4971,10.2636,13.3532,10.7198,11.018,10.0197,Primary Tumor,Mesothelioma,1,536
TCGA-KC-A7FD-01,TCGA,15.4966,11.1951,14.9682,9.7034,10.6141,12.1707,Primary Tumor,Prostate Adenocarcinoma,0,270
TCGA-2G-AAG9-01,TCGA,15.4953,10.8314,13.6769,11.0209,10.2093,10.1216,Primary Tumor,Testicular Germ Cell Tumor,0,2234
TCGA-33-6737-01,TCGA,15.4948,11.9712,14.456,11.9948,10.3253,12.5135,Primary Tumor,Lung Squamous Cell Carcinoma,1,601
TCGA-AB-2897-03,TCGA,15.4944,11.0442,14.0465,9.9458,10.7906,11.191,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,0,243
TCGA-UF-A719-01,TCGA,15.4928,11.4432,14.7782,10.1609,10.7565,13.3119,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1663
TCGA-W3-A825-06,TCGA,15.4918,10.5345,14.1579,12.1344,10.5699,11.828,Metastatic,Skin Cutaneous Melanoma,1,1917
TCGA-HM-A6W2-01,TCGA,15.4899,11.4158,14.2786,10.2861,10.4091,11.5537,Primary Tumor,Cervical & Endocervical Cancer,0,287
TCGA-VD-AA8S-01,TCGA,15.4888,8.9925,14.7252,12.4906,8.4481,14.4092,Primary Tumor,Uveal Melanoma,0,427
TCGA-XE-A8H5-01,TCGA,15.4876,11.0705,14.6829,11.5943,10.4941,9.6081,Primary Tumor,Testicular Germ Cell Tumor,0,1217
TCGA-52-7811-01,TCGA,15.486,11.775,14.7829,11.8985,10.439,12.4602,Primary Tumor,Lung Squamous Cell Carcinoma,1,266
TCGA-CV-7183-11,TCGA,15.4859,12.6596,13.1844,11.7864,10.0926,12.9591,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,0,3981
TCGA-ER-A2NB-01,TCGA,15.4855,9.4733,14.6929,12.5248,7.9745,12.3303,Primary Tumor,Skin Cutaneous Melanoma,1,857
TCGA-CV-7425-11,TCGA,15.4851,12.0586,14.7187,11.365,10.5175,13.2362,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,1,1718
TCGA-VD-A8KJ-01,TCGA,15.4848,10.2714,14.3731,10.298,9.5798,14.1151,Primary Tumor,Uveal Melanoma,0,1150
TCGA-BH-A18R-01,TCGA,15.4847,11.9905,14.4448,9.5408,15.8159,13.0056,Primary Tumor,Breast Invasive Carcinoma,1,1142
TCGA-BR-8363-01,TCGA,15.4842,12.0135,15.2439,11.7705,11.5623,13.2134,Primary Tumor,Stomach Adenocarcinoma,1,8
TCGA-YU-A90P-01,TCGA,15.4832,11.5299,14.5682,10.9606,11.0591,10.1037,Primary Tumor,Testicular Germ Cell Tumor,0,2069
TCGA-BA-5152-01,TCGA,15.4801,12.2634,14.817,11.646,10.9063,13.3291,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1288
TCGA-66-2792-01,TCGA,15.4796,10.956,16.2835,12.333,10.7716,12.6354,Primary Tumor,Lung Squamous Cell Carcinoma,0,913
TCGA-FA-A7DS-01,TCGA,15.4786,11.8855,14.2062,9.2938,10.6025,11.3857,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,719
TCGA-43-6771-01,TCGA,15.4781,11.143,15.1877,11.6599,10.3999,11.7729,Primary Tumor,Lung Squamous Cell Carcinoma,1,166
TCGA-IQ-A61G-01,TCGA,15.4775,12.1548,14.449,12.315,10.3903,12.414,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,360
TCGA-CV-5434-01,TCGA,15.4767,11.1003,14.9316,10.7748,10.3306,13.1322,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,3314
TCGA-CV-A6JY-01,TCGA,15.4762,12.0692,15.1971,10.5425,10.9479,13.5344,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,646
TCGA-2G-AAGE-01,TCGA,15.4755,11.6208,14.5795,11.3933,10.7662,9.8519,Primary Tumor,Testicular Germ Cell Tumor,0,2478
TCGA-BF-A5ER-01,TCGA,15.4745,9.8299,15.4922,13.8312,8.5509,13.9957,Primary Tumor,Skin Cutaneous Melanoma,0,327
TCGA-2G-AAFG-01,TCGA,15.473,11.082,14.3886,10.7447,10.4609,10.1307,Primary Tumor,Testicular Germ Cell Tumor,0,6183
TCGA-61-2092-01,TCGA,15.4727,11.3978,14.2447,12.0857,9.7748,15.1931,Primary Tumor,Ovarian Serous Cystadenocarcinoma,0,1573
TCGA-AB-2927-03,TCGA,15.4726,11.0876,13.1656,9.6305,11.0179,11.2254,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,90
TCGA-XT-AASU-01,TCGA,15.4712,11.5843,14.6482,11.3005,10.6188,11.8758,Primary Tumor,Mesothelioma,1,142
TCGA-TN-A7HJ-01,TCGA,15.4712,11.4604,14.7828,12.3802,10.7053,12.9013,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,403
TCGA-CQ-5327-01,TCGA,15.4698,11.2522,14.5469,11.5093,11.819,13.453,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1660
TCGA-K4-A54R-11,TCGA,15.4696,11.7699,14.5164,8.4581,10.4276,14.2272,Solid Tissue Normal,Bladder Urothelial Carcinoma,0,842
TCGA-EE-A3AB-06,TCGA,15.4692,10.8468,14.0721,12.4916,9.2974,9.9155,Metastatic,Skin Cutaneous Melanoma,0,3733
TCGA-CQ-5329-01,TCGA,15.4688,10.8299,13.9142,11.0084,10.0527,13.9526,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,2143
TCGA-CN-4723-01,TCGA,15.4686,11.343,16.133,11.292,10.4964,12.1171,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1699
TCGA-VF-A8AB-01,TCGA,15.4675,10.6792,13.4348,10.9257,10.0768,9.4196,Primary Tumor,Testicular Germ Cell Tumor,0,760
TCGA-EY-A5W2-01,TCGA,15.4655,11.3435,13.952,11.5319,9.7416,9.5727,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,516
TCGA-CV-6951-01,TCGA,15.4647,11.1566,14.8583,11.754,10.8178,13.0343,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,915
TCGA-V4-A9EO-01,TCGA,15.4646,9.7985,13.5413,10.1325,9.912,13.8532,Primary Tumor,Uveal Melanoma,0,773
TCGA-2G-AAFG-05,TCGA,15.4645,11.1385,13.9625,10.5706,10.2489,10.0996,Additional - New Primary,Testicular Germ Cell Tumor,0,6183
TCGA-ER-A19H-06,TCGA,15.4638,10.9081,14.4608,11.8145,10.2083,13.0859,Metastatic,Skin Cutaneous Melanoma,1,4634
TCGA-CV-A6JO-01,TCGA,15.4616,11.8033,15.4119,11.4389,10.7313,13.7495,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,197
TCGA-DK-A1AE-01,TCGA,15.4603,12.004,15.0147,10.1636,11.4796,12.9939,Primary Tumor,Bladder Urothelial Carcinoma,0,491
TCGA-BA-A6DJ-01,TCGA,15.4588,11.9944,14.3042,10.9036,12.8356,13.6796,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,407
TCGA-2G-AAHP-01,TCGA,15.4583,10.578,14.3958,12.0471,9.7019,10.6989,Primary Tumor,Testicular Germ Cell Tumor,0,5667
TCGA-CN-5356-01,TCGA,15.4582,11.6185,15.5211,11.937,10.7112,14.531,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1409
TCGA-X6-A7W8-01,TCGA,15.4582,10.8909,14.9167,13.6435,10.0811,12.7612,Primary Tumor,Sarcoma,1,804
TCGA-63-7023-01,TCGA,15.4569,11.0735,14.8236,13.6793,11.6113,14.0278,Primary Tumor,Lung Squamous Cell Carcinoma,0,1682
TCGA-L5-A88W-01,TCGA,15.4558,11.4168,14.9435,12.7933,10.7605,13.9456,Primary Tumor,Esophageal Carcinoma,1,764
TCGA-AB-3011-03,TCGA,15.4558,11.2047,13.5504,9.6951,11.0801,11.3865,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,0,1885
TCGA-EE-A29R-06,TCGA,15.4517,11.3365,14.3766,12.0696,10.1119,13.4661,Metastatic,Skin Cutaneous Melanoma,0,440
TCGA-B0-4696-01,TCGA,15.4511,10.9262,14.8322,10.2009,10.5154,10.4839,Primary Tumor,Kidney Clear Cell Carcinoma,1,866
TCGA-CK-4952-01,TCGA,15.451,11.4124,14.1858,12.8134,10.2595,13.1212,Primary Tumor,Colon Adenocarcinoma,0,475
TCGA-56-8201-01,TCGA,15.4508,10.7189,14.1517,11.6894,10.3332,13.4293,Primary Tumor,Lung Squamous Cell Carcinoma,1,397
TCGA-V4-A9ES-01,TCGA,15.4505,9.7757,12.981,10.836,9.7948,13.209,Primary Tumor,Uveal Melanoma,0,1511
TCGA-UF-A7JC-01,TCGA,15.45,11.5305,15.1007,12.2158,10.5946,12.2974,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,546
TCGA-BT-A0S7-01,TCGA,15.4498,11.7807,14.0661,9.8234,10.6942,13.6317,Primary Tumor,Bladder Urothelial Carcinoma,1,200
TCGA-BB-7864-01,TCGA,15.4493,11.9978,14.9253,11.436,10.4311,13.4104,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1527
TCGA-UF-A71E-01,TCGA,15.4487,11.7886,15.4065,10.6214,10.3711,13.171,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,1504
TCGA-FD-A5BX-01,TCGA,15.4485,11.0001,13.852,11.8459,9.3446,11.726,Primary Tumor,Bladder Urothelial Carcinoma,1,173
TCGA-UP-A6WW-01,TCGA,15.4479,11.249,14.2914,11.6705,9.6284,11.119,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,518
TCGA-AC-A7VC-01,TCGA,15.4477,10.5957,14.1639,12.5091,10.2155,13.2054,Primary Tumor,Breast Invasive Carcinoma,0,1
TCGA-AB-2891-03,TCGA,15.4472,11.3523,14.2636,10.3622,10.911,12.2053,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,
TCGA-AM-5821-01,TCGA,15.4468,12.1662,13.6139,12.0514,10.2094,12.1272,Primary Tumor,Colon Adenocarcinoma,0,28
TCGA-CV-6436-01,TCGA,15.4468,11.2049,13.8762,12.8595,10.093,11.2955,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1899
TCGA-GV-A3JZ-01,TCGA,15.4461,11.4132,14.0337,11.4818,11.3124,9.8925,Primary Tumor,Bladder Urothelial Carcinoma,0,603
TCGA-BA-5558-01,TCGA,15.4451,11.3028,15.0518,10.4316,10.7687,13.1963,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1995
TCGA-YG-AA3P-06,TCGA,15.4449,11.3022,13.326,9.2703,10.6011,15.6531,Metastatic,Skin Cutaneous Melanoma,0,439
TCGA-CM-4744-01,TCGA,15.4446,11.8839,13.3462,11.7453,9.5677,13.0068,Primary Tumor,Colon Adenocarcinoma,0,609
TCGA-AZ-4315-01,TCGA,15.444,12.618,13.2419,12.1048,9.8875,12.8904,Primary Tumor,Colon Adenocarcinoma,0,1776
TCGA-AB-2858-03,TCGA,15.4439,11.5211,13.6584,10.0404,11.0605,13.4693,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,577
TCGA-13-1489-01,TCGA,15.4433,10.3119,14.0895,12.051,10.5979,10.2608,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,2553
TCGA-BT-A2LB-11,TCGA,15.443,11.876,14.7291,9.7705,10.8811,13.9911,Solid Tissue Normal,Bladder Urothelial Carcinoma,1,492
TCGA-PQ-A6FI-01,TCGA,15.4423,11.2383,15.208,14.1708,10.6825,13.7935,Primary Tumor,Bladder Urothelial Carcinoma,0,372
TCGA-CF-A47T-01,TCGA,15.4407,10.689,13.5309,11.8073,9.6186,10.9048,Primary Tumor,Bladder Urothelial Carcinoma,1,385
TCGA-FR-A69P-06,TCGA,15.4406,11.5432,14.4421,10.5655,9.9493,13.3384,Metastatic,Skin Cutaneous Melanoma,0,478
TCGA-F5-6814-01,TCGA,15.439,12.0567,14.3374,11.1893,10.1669,12.9627,Primary Tumor,Rectum Adenocarcinoma,0,1131
TCGA-QK-AA3K-01,TCGA,15.4388,11.4714,13.5336,11.8803,10.5777,13.2533,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,253
TCGA-MT-A67F-01,TCGA,15.438,11.885,14.0025,10.9224,10.5735,13.4392,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,384
TCGA-VD-AA8O-01,TCGA,15.4361,8.748,13.4379,12.1831,8.7867,12.1659,Primary Tumor,Uveal Melanoma,1,606
TCGA-CR-7383-01,TCGA,15.436,10.7239,14.3021,11.9578,10.2775,12.8099,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,521
TCGA-AX-A3G8-01,TCGA,15.4356,11.3944,12.7097,12.1747,9.7732,8.0535,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,36
TCGA-CV-7429-01,TCGA,15.4351,11.7843,14.4643,11.7295,10.5345,10.7698,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,107
TCGA-ZJ-AAXU-01,TCGA,15.4341,11.4901,14.6657,11.5656,10.067,13.9306,Primary Tumor,Cervical & Endocervical Cancer,0,5
TCGA-CV-A6JD-01,TCGA,15.434,11.2082,13.9854,10.5206,9.9744,12.4778,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,182
TCGA-W3-AA1O-06,TCGA,15.4338,10.8878,14.0514,10.7516,10.233,11.5746,Metastatic,Skin Cutaneous Melanoma,1,122
TCGA-CN-4729-01,TCGA,15.4328,11.3977,15.3431,11.1127,10.4217,12.2929,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,392
TCGA-4V-A9QW-01,TCGA,15.4328,10.1206,13.0267,10.9858,9.5929,10.9318,Primary Tumor,Thymoma,0,630
TCGA-XF-A9ST-01,TCGA,15.4325,11.8331,15.3468,11.9341,10.465,10.0742,Primary Tumor,Bladder Urothelial Carcinoma,1,128
TCGA-DF-A2KY-01,TCGA,15.4295,11.6342,13.964,12.0418,10.4206,11.352,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,332
TCGA-AB-2990-03,TCGA,15.4292,11.5218,13.2918,10.6839,11.1019,12.7549,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,0,457
TCGA-XU-AAXZ-01,TCGA,15.4291,8.3693,12.0309,12.0704,7.7355,8.1915,Primary Tumor,Thymoma,0,1537
TCGA-HC-A76X-01,TCGA,15.4284,11.0848,14.4847,11.5255,10.9229,12.6037,Primary Tumor,Prostate Adenocarcinoma,0,150
TCGA-EW-A1PH-01,TCGA,15.4284,11.063,14.505,12.7724,11.4172,12.2112,Primary Tumor,Breast Invasive Carcinoma,0,607
TCGA-V4-A9F0-01,TCGA,15.4284,9.8591,13.4014,11.7696,9.3315,13.1549,Primary Tumor,Uveal Melanoma,1,945
TCGA-85-8277-01,TCGA,15.428,11.3599,16.0799,11.6508,10.5344,12.4121,Primary Tumor,Lung Squamous Cell Carcinoma,1,307
TCGA-CV-5441-01,TCGA,15.4275,11.4123,14.4141,10.3748,10.8224,14.1204,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,2886
TCGA-JW-A5VK-01,TCGA,15.4266,9.3755,14.6999,13.1096,9.2082,12.0622,Primary Tumor,Cervical & Endocervical Cancer,0,623
TCGA-DA-A95Y-06,TCGA,15.4264,10.795,14.7538,10.4013,8.7213,12.5002,Metastatic,Skin Cutaneous Melanoma,1,430
TCGA-V4-A9EQ-01,TCGA,15.4245,8.7738,14.2331,12.1939,7.9368,13.2207,Primary Tumor,Uveal Melanoma,1,455
TCGA-IQ-A6SH-01,TCGA,15.4244,11.1895,15.0125,13.8584,9.8772,13.1442,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,471
TCGA-QF-A5YT-01,TCGA,15.422,11.3995,13.5384,11.2811,9.4731,10.0732,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,1215
TCGA-ND-A4WC-01,TCGA,15.4212,11.4726,14.0252,11.6056,10.3431,11.2987,Primary Tumor,Uterine Carcinosarcoma,0,766
TCGA-KK-A7AZ-01,TCGA,15.4201,10.6296,14.2219,10.5211,10.8818,12.9552,Primary Tumor,Prostate Adenocarcinoma,0,1519
TCGA-X7-A8DD-01,TCGA,15.4192,10.1998,12.747,10.4343,9.8615,11.275,Primary Tumor,Thymoma,0,1114
TCGA-FR-A7U8-06,TCGA,15.4191,10.3486,14.8107,12.5147,9.739,13.9957,Metastatic,Skin Cutaneous Melanoma,0,847
TCGA-AB-3012-03,TCGA,15.4182,11.1961,14.2363,9.7568,10.8472,12.8635,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,0,1887
TCGA-Z2-A8RT-06,TCGA,15.4179,10.6729,13.8592,10.9726,10.3627,12.4311,Metastatic,Skin Cutaneous Melanoma,0,839
TCGA-22-5485-01,TCGA,15.4169,10.8939,15.4347,10.3183,9.8278,12.7191,Primary Tumor,Lung Squamous Cell Carcinoma,1,916
TCGA-GF-A6C8-06,TCGA,15.4166,10.4761,14.3461,12.3958,10.0476,12.1622,Metastatic,Skin Cutaneous Melanoma,0,62
TCGA-C5-A1M9-01,TCGA,15.4161,11.8977,14.1037,10.2266,10.9554,13.0344,Primary Tumor,Cervical & Endocervical Cancer,1,1065
TCGA-18-3411-01,TCGA,15.4146,11.9854,14.4976,11.4785,9.8464,12.9787,Primary Tumor,Lung Squamous Cell Carcinoma,0,3576
TCGA-GC-A3RB-01,TCGA,15.4131,11.2201,14.8397,11.5601,10.2058,12.9761,Primary Tumor,Bladder Urothelial Carcinoma,0,582
TCGA-RQ-A68N-01,TCGA,15.4117,10.9631,14.132,10.0355,10.0532,12.2434,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,788
TCGA-F7-A622-01,TCGA,15.4116,11.7475,14.4492,12.7106,10.095,12.0151,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,359
